"id","guild","title","date","realm","region","faction"
XMDghz1VALvKGNB6,U P D A T I N G,TOC 25 - 26/06,2023-08-26 17:05:06.806,faerlina,us,horde
X2ACKQ8JYzHNy9FD,U P D A T I N G,TOC 25 - 26/06,2023-08-26 17:05:06.806,faerlina,us,horde
"7RG3gLmkKFz6WTZN",U P D A T I N G,TOC 25 - 26/06,2023-08-26 17:05:06.806,faerlina,us,horde
"6qKQvmycgDFbrZYj",U P D A T I N G,TOC 25 - 26/06,2023-08-26 16:51:50.612,faerlina,us,horde
VZ2hX8Rxrjwkyp6F,U P D A T I N G,TOC 25 - 26/06,2023-08-26 16:51:50.612,faerlina,us,horde
z9bxWpgFNV2ktc6y,U P D A T I N G,TOC 25 - 26/06,2023-08-26 16:51:50.612,faerlina,us,horde
T8B6YxrXyCj3dA2m,U P D A T I N G,TOC 25 - 26/06,2023-08-26 16:52:43.422,faerlina,us,horde
qhL6ZGwBgVYnrtya,Teleton,Trial of the Crusader,2023-08-26 19:34:46.378,faerlina,us,horde
jNFntvqmKLABp3cg,Teleton,Trial of the Crusader,2023-08-25 22:56:03.250,faerlina,us,horde
CyjpYGTg1JcPNLMB,É Foda Bê,Trial of the Crusader,2023-08-27 15:25:52.078,benediction,us,alliance
x2VPvdTD7wbXcFBz,PAF,Toc 25 + Ulduar skip,2023-08-27 20:23:13.368,benediction,us,alliance
RC4F2vNh18GcWnAg,PAF,Toc 25 raid Y,2023-08-27 20:23:13.368,benediction,us,alliance
N3hBv9T4xLyDfnqp,PAF,Raid X,2023-08-27 18:57:19.322,benediction,us,alliance
FWvRMpaG16Vm4dAf,PAF,Toc 25 raid X,2023-08-27 18:54:02.389,benediction,us,alliance
rxVacX8bfHmFjNY4,U P D A T I N G,Trial of the Crusader,2023-08-27 15:01:49.251,faerlina,us,horde
MkgRbqcd1PwpnjFB,Teleton,Ulduar,2023-08-27 21:02:48.930,faerlina,us,horde
hMqCbFmYgGJ7LvfW,Teleton,Ulduar 25n,2023-08-27 21:28:30.010,faerlina,us,horde
fTKZrNV2JWmjHAGa,Teleton,Ulduar 25n,2023-08-27 21:27:58.399,faerlina,us,horde
TVQKzdb1nZgRmyW7,Teleton,Ulduar 25n,2023-08-27 21:24:16.789,faerlina,us,horde
RqyaY3j6VJHWvr2f,Teleton,Ulduar 25n,2023-08-27 21:22:38.932,faerlina,us,horde
xV8rtT7amvHJ2DBP,Teleton,Ulduar 25n,2023-08-27 20:34:47.504,faerlina,us,horde
"2DbLvXkWqjN8FM3V",Teleton,Unknown Zone,2023-08-27 20:33:46.015,faerlina,us,horde
yh7qbPCLQFfJcTG6,Teleton,Unknown Zone,2023-08-27 20:11:43.201,faerlina,us,horde
F9BfRdqJQw21AKz6,P R O J E T O,ToGC 10m de alts,2023-08-27 20:40:20.834,faerlina,us,horde
MVmpja976AQq1L4W,Posto Ipiranga,"10man Ulduar do crime, praticamente uma quadrilha",2023-08-29 00:17:29.809,faerlina,us,horde
b9tTmjAH3ragzNRY,PAF,Raid de alts ,2023-08-28 23:53:24.597,benediction,us,alliance
X3PLzg4yjxqDThfr,PAF,Ulduar Skip Alts,2023-08-29 01:26:37.685,benediction,us,alliance
XvbjGHyKZYLfVgD1,PAF,Toc 25 Alts CLOAk,2023-08-28 23:58:31.960,benediction,us,alliance
"4az7tFJrk9My8NBT",Confia,Ulduar,2023-08-28 23:39:18.371,faerlina,us,horde
jzHtWPRBdwKYbN1D,PAF,Trial of the Crusader,2023-08-29 00:16:23.615,benediction,us,alliance
zhBNrc1a4ng8dAKT,DAMNATlON,ptr,2023-08-29 23:59:16.957,faerlina,us,horde
xAaF3B2wcjKpghdZ,DAMNATlON,ptr,2023-08-27 19:25:52.974,faerlina,us,horde
B2YZp3gQdTfkCPha,CangaceirøS,RAID25ULDUAR_29082023,2023-08-30 00:02:15.954,faerlina,us,horde
"9kzM8yGNJDpTYCgr",Popcorn Lil Sacks,RAID (CORE1) - 29/08,2023-08-29 22:49:44.831,faerlina,us,horde
dGM97gDKqw68VTAk,Return of the Empire,TOC CANSADA,2023-08-30 02:39:39.928,faerlina,us,horde
Lm3Wzq1t6jfJT8Fk,Return of the Empire,core 1,2023-08-29 22:33:08.388,faerlina,us,horde
fNA6jQM9yan7KLTY,Wipe Insano,ToGC 10 W.I.,2023-08-30 01:40:35.994,benediction,us,alliance
PfcTkdvB1GMm9Yzq,Wipe Insano,ToGC 25 W.I.,2023-08-29 23:47:05.986,benediction,us,alliance
Xp89mdPQTa7NZjxf,Toxic Behavior,TOGC 25 + ULDUAR,2023-08-29 23:53:04.211,benediction,us,alliance
nJFrtxbXTBaQDVRM,CORE B,Trial of the Crusader,2023-08-29 23:39:37.564,faerlina,us,horde
Vwb8T2kc4CWqt63H,Teleton,Trial of the Crusader,2023-08-29 22:59:33.690,faerlina,us,horde
DLmj1BVQZMX9WR2x,INSS,"10 man inss core 1",2023-08-29 23:31:47.931,faerlina,us,horde
J8NrHAbFYq9GVnc3,P R O J E T O,TOGC25 H,2023-08-29 22:31:44.386,faerlina,us,horde
wXZrzDJ1fvm4Cnad,É Foda Bê,Trial of the Crusader,2023-08-30 23:28:19.591,benediction,us,alliance
QxhqA4yMnjCrZRTg,DAMNATlON,PTR2,2023-08-31 00:49:46.168,faerlina,us,horde
kq1QmMTCw49FLRKy,DAMNATlON,PTR2,2023-08-29 23:59:16.957,faerlina,us,horde
DL7xZRvNrJT18CgW,DAMNATlON,toc25,2023-08-30 23:53:27.626,faerlina,us,horde
"89RMwJnBycQTjAPH",PAF,Trial of the Crusader,2023-08-29 00:16:23.615,benediction,us,alliance
JZTvyMkV8qxwng9P,PAF,Trial of the Crusader,2023-08-29 00:16:23.615,benediction,us,alliance
h1fNCYzGPFJcj4xn,CORE B,Trial of the Crusader,2023-08-30 23:45:06.567,faerlina,us,horde
VH9facArXpvnLhTC,Confia,ToGC25,2023-08-30 23:35:49.631,faerlina,us,horde
HfKDMaphb4cLYNXq,INSS,TOGC 25 PROG,2023-08-30 23:28:24.285,faerlina,us,horde
L63dQCPNx1gbHf2j,P R O J E T O,TOC10H ALT,2023-08-31 02:01:39.665,faerlina,us,horde
wGbMPH1jvtRWfZKF,P R O J E T O,TOGC 25H ALT RUN,2023-08-30 22:50:20.169,faerlina,us,horde
MwB67PJkYnAf9hct,Game Øver,Unknown Zone,2023-08-31 00:21:05.864,faerlina,us,horde
RprXYfb8yaLtCKzD,DAMNATlON,ptr3,2023-08-31 23:51:05.303,faerlina,us,horde
ZkKf8D67nM39wjpX,Blood Fury,Split 2 31/08,2023-09-01 01:08:53.833,faerlina,us,horde
kFhNrXaH972D3VvB,Blood Fury,Split 1 31/08,2023-09-01 00:18:00.039,faerlina,us,horde
LHnazc9qYmZ3t7rv,CangaceirøS,RAID25_31082023,2023-09-01 01:45:47.324,faerlina,us,horde
"6pCVbgFxfrQK78vR",CangaceirøS,TOC25 DO DESESPERO,2023-09-01 01:48:55.105,faerlina,us,horde
Kx3ZwyCcqMPpt7bJ,CangaceirøS,TOC25 DO DESESPERO,2023-09-01 00:00:45.774,faerlina,us,horde
L4pVaTtABZ9v3xrc,CangaceirøS,RAID25ULDUAR_31082023,2023-08-31 23:57:26.547,faerlina,us,horde
AhFBVrMWn1vHGZfd,Return of the Empire,"25HC CORE 2",2023-08-31 23:00:42.798,faerlina,us,horde
b63ng4PVHATtj8ZD,Teleton,Trial of the Crusader,2023-09-01 01:24:05.672,faerlina,us,horde
YVCd3JLRq7r6HWKw,Teleton,Trial of the Crusader,2023-08-31 22:59:26.736,faerlina,us,horde
jw2DxLavBq3NZGRk,Teleton,Trial of the Crusader,2023-08-31 23:44:41.873,faerlina,us,horde
p3MbKgw4NRdzPZYT,Teleton,Trial of the Crusader,2023-08-31 22:59:07.665,faerlina,us,horde
xtbPJd7zTNaD8jm3,Teleton,Unknown Zone,2023-08-31 23:02:00.138,faerlina,us,horde
"4knFxzQ6RjCPXLNv",Teleton,Unknown Zone,2023-08-31 23:01:49.834,faerlina,us,horde
nrtHcLX2FpVTDhQd,Teleton,Unknown Zone,2023-08-31 23:01:22.722,faerlina,us,horde
YpBydwF8Q4zb9mxC,Teleton,Unknown Zone,2023-08-31 23:01:03.340,faerlina,us,horde
cwaRWgnVq4hAyLzd,Return of the Empire,Trial of the Crusader,2023-09-02 01:57:29.605,faerlina,us,horde
b1av62VG87nkWX9d,Teleton,Trial of the Crusader,2023-09-02 00:20:00.283,faerlina,us,horde
Fz4tjhK9PDHd8YL6,Teleton,Trial of the Crusader,2023-09-02 00:15:42.464,faerlina,us,horde
pRY6dKy91z738r4q,Teleton,Trial of the Crusader,2023-09-01 22:57:55.071,faerlina,us,horde
NjtvW3CxKG89yMFT,Teleton,TOC 10HC,2023-09-02 00:19:48.719,faerlina,us,horde
yC6jNqhL12bVM7pg,PAF,Toc 10 Sabado 2,2023-09-02 19:13:52.426,benediction,us,alliance
mdPpDaCqJZ7V8XHM,PAF,Trial of the Crusader,2023-09-02 18:23:06.733,benediction,us,alliance
k9NwB3pqfzMVThaA,PAF,Toc 10 Sabado,2023-09-02 18:24:59.481,benediction,us,alliance
qFfL3BpVawgmZA9X,U P D A T I N G,Trial of the Crusader,2023-09-02 16:49:00.997,faerlina,us,horde
JxY12VZ6RMyGcbCL,U P D A T I N G,TOGC 2/9,2023-09-02 17:14:31.238,faerlina,us,horde
Km68Xvj4VMZLq1wc,U P D A T I N G,TOGC 2/9,2023-09-02 17:14:31.238,faerlina,us,horde
"2v4LnhP7zt3TFamN",U P D A T I N G,TOGC 2/9,2023-09-02 17:14:31.238,faerlina,us,horde
"7Gp8N4HhAagbcDz9",U P D A T I N G,TOGC 2/9,2023-09-02 17:14:31.238,faerlina,us,horde
tfnR48w2MzFNkGqv,U P D A T I N G,TOGC 2/9,2023-09-02 17:14:31.238,faerlina,us,horde
x93RC6wWtMkYZgd8,É Foda Bê,Trial of the Crusader,2023-09-04 01:09:48.513,benediction,us,alliance
xKfTWQGA6yw1ztXF,PAF,Ulduar Skip,2023-09-04 00:29:09.042,benediction,us,alliance
"79r2dHbWLjYR8vTC",PAF,Toc 25 Raid Y,2023-09-03 23:36:39.887,benediction,us,alliance
KXbx6qRc4Ty1Ppdf,PAF,Trial of the Crusader,2023-09-03 22:26:22.437,benediction,us,alliance
JcRCkPLgZz4nTtYF,PAF,Toc 25 Raid X ,2023-09-03 22:26:21.840,benediction,us,alliance
yqjwxQgJ68kW2PpT,Confia,ToCAlts,2023-09-03 23:37:42.527,faerlina,us,horde
KVmqMDYC27TAynbx,Confia,ToCMains,2023-09-04 00:31:28.171,faerlina,us,horde
k46h9dcKRvpTV7YF,Teleton,ulduar 25 normal,2023-09-03 22:30:26.404,faerlina,us,horde
raBGPNKMgzVw6yAL,Teleton,Ulduar,2023-09-04 00:27:41.627,faerlina,us,horde
"8PB9hZp41zdXyLYb",Teleton,Teste Ticket run,2023-09-03 17:44:42.939,faerlina,us,horde
"1TF7Z4WwpQrXgdzH",Teleton,ulduar 10 hm 8 players,2023-09-03 17:45:40.794,faerlina,us,horde
KHjNawmy7Q4MkYPc,DAMNATlON,ulduar + toc,2023-09-04 23:36:43.025,faerlina,us,horde
"3rVnyPvjfqAG1xdK",Posto Ipiranga,ToGC Split 3 - Week 11,2023-09-05 01:51:41.515,faerlina,us,horde
BkDA8ZG7TL6btdVa,Posto Ipiranga,"11th Week - TOGC",2023-09-05 01:56:14.517,faerlina,us,horde
Y9hW3Bkt4wJFjzH7,Posto Ipiranga,ToGC Semana 11 Split 2,2023-09-05 00:56:11.146,faerlina,us,horde
BrhpxYqXz4LKykjg,Posto Ipiranga,ToGC Semana 11 Split 1 ,2023-09-05 00:00:08.255,faerlina,us,horde
XWDFJQjdk67rPh2m,Posto Ipiranga,TOGC Semana 11 Split 1,2023-09-05 00:00:08.255,faerlina,us,horde
H6MnhPfYwvBgjxcN,Gratz,"25m dos alts das 49 attempts",2023-09-04 22:43:03.858,faerlina,us,horde
hDpjbKXx2dwgqzPr,Gratz,"25m da main raid dos 24m",2023-09-04 21:42:11.994,faerlina,us,horde
HZ1kKzXDCtNd6aRw,PAF,Ulduar,2023-09-05 02:14:15.006,benediction,us,alliance
YpCt2nXMKPcyJxN7,PAF,Ulduar,2023-09-05 01:36:00.847,benediction,us,alliance
z9q23fkDFcAd4Jtn,PAF,Raid 25 dos Alts,2023-09-04 23:45:00.300,benediction,us,alliance
LXWk3NwaZvGCH1FV,PAF,Toc 25 Alts,2023-09-05 00:13:29.203,benediction,us,alliance
Ng16BPxDJG3Wbhfw,Popcorn Lil Sacks,TOGC Core2,2023-09-04 22:42:16.365,faerlina,us,horde
zyYB3JarPFp2bXVL,Confia,Uld25,2023-09-04 23:42:00.788,faerlina,us,horde
"4aM1p6D2vxFYZHyB",Teleton,Trial of the Crusader,2023-09-04 22:42:27.362,faerlina,us,horde
mWLJHN7FhCfzKrdY,Long Live RocknRoll,Raid 1SPLT ToC,2023-09-05 01:21:49.157,faerlina,us,horde
Hw9KtmLqT6apYkNM,Long Live RocknRoll,Raid 1 ToC,2023-09-05 00:29:45.953,faerlina,us,horde
tVrKb8B2RqYM9xpD,Long Live RocknRoll,Raid 1,2023-09-04 23:12:39.075,faerlina,us,horde
kLXKP2xwT8pRmcYt,DAMNATlON,toczinhas,2023-09-05 23:56:50.572,faerlina,us,horde
VxbPdFa2nwzkqWM7,Posto Ipiranga,ToGC 25 HC Split 2 - Week 12,2023-09-06 01:02:06.143,faerlina,us,horde
xcLH3N2wAvgqDP6G,Posto Ipiranga,"12th Week",2023-09-05 23:50:41.411,faerlina,us,horde
tjD3g6NTdLz19Y7w,Posto Ipiranga,ToGC 25 HC Split 1 - Week 12,2023-09-05 23:55:28.178,faerlina,us,horde
"8RtKYy6hHcamG3WM",Blood Fury,Ulduar 05/09,2023-09-06 00:52:17.241,faerlina,us,horde
"1A9vqXy6bGBJwmZK",Blood Fury,Split 2 05/09,2023-09-05 23:48:29.370,faerlina,us,horde
ZbNX47ADcmfvBdVt,Blood Fury,Split 1 05/09,2023-09-05 22:53:33.555,faerlina,us,horde
qTQRGgcN28PFD7Vb,Gratz,"25m - split 2",2023-09-05 22:01:34.551,faerlina,us,horde
Q6nKPLMgFBYNfbzJ,Gratz,"25m - split 1",2023-09-05 21:13:27.450,faerlina,us,horde
"74fb6F9qMRmv3LPK",CangaceirøS,RAID25_TOC05092023,2023-09-06 01:29:00.262,faerlina,us,horde
Rtcpvn1MaHFCxfAj,CangaceirøS,RAID25_ULDUAR05092023,2023-09-05 23:52:09.288,faerlina,us,horde
CRxfWpQw9hq32kFD,Popcorn Lil Sacks,TOGC CORE3,2023-09-06 00:53:56.866,faerlina,us,horde
Fmvwb7DjfRWG9ZYB,Popcorn Lil Sacks,TOGC CORE2,2023-09-06 00:04:43.906,faerlina,us,horde
fd2MF7NcYBjZ9nLX,Popcorn Lil Sacks,TOGC CORE1,2023-09-05 23:04:10.842,faerlina,us,horde
fAGP3CgpJTBqMN28,Return of the Empire,CORE 10 3 do crime,2023-09-06 02:06:36.566,faerlina,us,horde
"8RVmPJMpgC4jTNfq",Return of the Empire,CORE 10,2023-09-06 01:16:31.953,faerlina,us,horde
fZHnMk9FcKjGP6zm,Return of the Empire,CORE 1 ULDUAR ,2023-09-05 23:51:35.819,faerlina,us,horde
Fw1AJn37fLgK8cRq,Return of the Empire,core 1,2023-09-05 22:45:24.289,faerlina,us,horde
rvFyagxf8PtkcMBR,Toxic Behavior,TOGC 25 + ulduar,2023-09-05 23:42:58.431,benediction,us,alliance
DWAz94tbNx3KBRqv,CORE B,Unknown Zone,2023-09-06 00:52:28.733,faerlina,us,horde
Vvygf7GkczXABdL8,CORE B,Unknown Zone,2023-09-06 00:33:56.711,faerlina,us,horde
wTNR9JFKP2HA1jyW,CORE B,Unknown Zone,2023-09-06 00:32:40.104,faerlina,us,horde
MzNaZngWd4hp19cF,CORE B,Unknown Zone,2023-09-06 00:32:27.992,faerlina,us,horde
cpf1h4zdFg2NmC6G,CORE B,Unknown Zone,2023-09-06 00:32:23.539,faerlina,us,horde
MxF2cQALarHbwdp8,Teleton,Ulduar,2023-09-06 00:40:54.850,faerlina,us,horde
td32VR6PgZHYzrny,Teleton,Ulduar,2023-09-06 00:22:33.744,faerlina,us,horde
JNxY4V6awkbFC9LH,Teleton,Trial of the Crusader,2023-09-05 22:54:24.881,faerlina,us,horde
PXt84qBj6NbCwyDp,Teleton,Trial of the Crusader,2023-09-05 23:01:29.934,faerlina,us,horde
pfdFcCYj8wbrt4GJ,P R O J E T O,TOGC25 H,2023-09-05 22:31:23.921,faerlina,us,horde
HC4R7TGpVWvt8LQZ,É Foda Bê,Trial of the Crusader,2023-09-06 23:36:13.273,benediction,us,alliance
"6QrBDkKXc79gCqYz",Posto Ipiranga,"12th Week - Split 3",2023-09-07 00:54:47.290,faerlina,us,horde
nNcVymLXg2qh1tK7,Posto Ipiranga,"12th Week - Split 3",2023-09-06 23:55:26.979,faerlina,us,horde
cAf6naYMwHRGmCpJ,Gratz,"25m dos alts do algalon buffado (e do pequi que não cura o tank)",2023-09-06 22:53:17.779,faerlina,us,horde
dVqcjzWvfmMx18py,Gratz,"25m dos mains do yogg -17lights (heroic mythic+++ ultra hard)",2023-09-06 21:12:43.031,faerlina,us,horde
BnMDgGcJwxNbWmtZ,PAF,Toc 10 Y,2023-09-07 01:58:52.757,benediction,us,alliance
hqdngFG6RYpBTfDZ,PAF,Toc 10 X,2023-09-07 01:21:03.330,benediction,us,alliance
BYFnbt8XgZPfV3MW,CORE B,Trial of the Crusader,2023-09-06 23:48:11.430,faerlina,us,horde
p1vnaMTxcrYLqHDC,Confia,Ulduar25,2023-09-07 00:41:48.714,faerlina,us,horde
LpkTxn72QBrdKVvC,Confia,ToGC50/50,2023-09-06 23:31:15.035,faerlina,us,horde
faz7WHQ2vpxjDLck,Teleton,TOC 10 HC,2023-09-07 00:34:51.839,faerlina,us,horde
dHa3zfc6R47pCMPm,Teleton,Trial of the Crusader,2023-09-07 00:24:10.536,faerlina,us,horde
dv4zHjna7KcDZqAV,Teleton,Trial of the Crusader,2023-09-06 23:03:30.334,faerlina,us,horde
WNTxVFJQ4GaH1t9m,Teleton,Trial of the Crusader,2023-09-06 23:11:28.097,faerlina,us,horde
yxhGL9Vbq12TCgAk,Teleton,Trial of the Crusader,2023-09-06 23:04:53.963,faerlina,us,horde
hDQ6n8WYzVkPxAvm,Long Live RocknRoll,Raid 1 Split ToC,2023-09-07 01:36:02.134,faerlina,us,horde
W8nd2XFJB1vVHhgp,Long Live RocknRoll,ToC Raid 1 todos contra o lock,2023-09-07 00:45:19.677,faerlina,us,horde
"734MqGbJtRzjP6xm",Long Live RocknRoll,Ulduar R1,2023-09-06 23:50:05.535,faerlina,us,horde
xDRqLVHcP1Wfb9dn,Return of the Empire,CORE 2 - 25HC,2023-09-07 22:49:37.198,faerlina,us,horde
zL3pcnGYrQ7JNA2f,Teleton,Naxx / Sarth / Maly,2023-09-08 01:50:00.716,faerlina,us,horde
VKqCDghmvyjHzMrN,Teleton,Trial of the Crusader,2023-09-08 00:21:56.745,faerlina,us,horde
nH1aj8XWzgv4FCwB,Teleton,Trial of the Crusader,2023-09-07 23:14:57.912,faerlina,us,horde
cPhJfqgXjMvmG9Qr,Teleton,Unknown Zone,2023-09-07 23:04:57.806,faerlina,us,horde
qw9gjdMrXPmWZ4NG,Teleton,Trial of the Crusader,2023-09-08 23:06:08.743,faerlina,us,horde
fPh4npLMCr3aw6Y1,U P D A T I N G,Trial of the Crusader,2023-09-09 16:53:05.032,faerlina,us,horde
BwTNHazqcFdbL2ph,U P D A T I N G,TOGC 25 - RAID FALTANDO,2023-09-09 17:05:41.601,faerlina,us,horde
TpzhXqMCDnQkL7Rg,U P D A T I N G,TOGC 25 - RAID FALTANDO,2023-09-09 17:05:41.601,faerlina,us,horde
aGmcQtBPJY4h6yz7,U P D A T I N G,TOGC 25 - RAID FALTANDO,2023-09-09 17:05:41.601,faerlina,us,horde
zZ2KjmgJ3Lxy4f9k,U P D A T I N G,TOGC 25 - RAID FALTANDO,2023-09-09 17:05:41.601,faerlina,us,horde
dfvC1mKtBWk9AZ2F,É Foda Bê,Trial of the Crusader,2023-09-11 00:27:38.206,benediction,us,alliance
"2mF6BDXJMxnqRWbr",PAF,Ulduar SKIP,2023-09-11 00:07:29.705,benediction,us,alliance
VfPJ2ZnxjXFHL93t,PAF,Toc 25 raid X,2023-09-10 23:07:32.750,benediction,us,alliance
wbTxzgcnYjRVG8BD,PAF,Trial of the Crusader,2023-09-10 22:13:41.514,benediction,us,alliance
G4PXQx21z9nDYc3j,PAF,Toc 25 raid Y,2023-09-10 22:13:39.739,benediction,us,alliance
Q2Vkd9vc87bHCZjP,U P D A T I N G,GDKP UPDATING,2023-09-10 23:08:47.244,faerlina,us,horde
Fpzkc3fCLBaZ8XdV,Teleton,Ulduar,2023-09-10 23:41:34.339,faerlina,us,horde
H9L1M8FYfba7ztrd,PAF,Toc 25 Alts,2023-09-12 01:06:19.493,benediction,us,alliance
"7YQkPxM2CbvJXW1B",CangaceirøS,RAID_TOC1011092023,2023-09-11 23:20:13.694,faerlina,us,horde
XM8VhL719AxCjTNc,Confia,ToGC10 Mains,2023-09-11 00:29:18.863,faerlina,us,horde
YxLwm79qhCJQDbZc,Confia,ToGC10 Alts,2023-09-10 23:42:49.539,faerlina,us,horde
Taf3C7D1J6nk8yKG,Confia,UlduarEz,2023-09-11 23:17:57.120,faerlina,us,horde
fd3DMpZAFkxrn2g8,Long Live RocknRoll,Raid 2 TOC,2023-09-11 23:56:30.760,faerlina,us,horde
"3mWYDhVpLfq4RP1y",DAMNATlON,toc,2023-09-12 23:38:29.433,faerlina,us,horde
N4JQymhKTjMk2Zap,Posto Ipiranga,week 13 split 2 ,2023-09-12 23:49:23.866,faerlina,us,horde
FX2z3VtpWbvY9PRC,Posto Ipiranga,"13th Week",2023-09-12 23:48:27.193,faerlina,us,horde
"9p2CL8DTgqJ6WkMN",Posto Ipiranga,Week 13 Split 1,2023-09-13 00:07:22.680,faerlina,us,horde
AyY4X91dWGwpNhHn,Posto Ipiranga,TOGC 12/09/23,2023-09-12 23:49:33.595,faerlina,us,horde
"7G4bHCptwf9PTnQz",Blood Fury,ToCG2,2023-09-13 00:01:48.671,faerlina,us,horde
r6gJYh4TpdjNWK8y,Blood Fury,Split 2 12/09,2023-09-12 23:57:49.324,faerlina,us,horde
LQy8RMcr4afNJzKp,Blood Fury,ToC G1,2023-09-12 22:58:09.264,faerlina,us,horde
t3NHgXGWkKQL9jY2,Blood Fury,Split 1 12/09,2023-09-12 23:18:31.895,faerlina,us,horde
JtYdfDzPvkLBV3qK,Gratz,"25m Ulduar dos mains",2023-09-12 21:27:28.257,faerlina,us,horde
yNx2gr4Hn31AGkF6,Gratz,Ulduar - Algalon Alts,2023-09-12 21:13:39.664,faerlina,us,horde
"1YPwR4avDgx9fHCV",Popcorn Lil Sacks,Trial of the Crusader,2023-09-13 02:07:50.033,faerlina,us,horde
"23ZzQVmLpnk417vF",Popcorn Lil Sacks,Trial of the Crusader,2023-09-12 22:54:12.600,faerlina,us,horde
bFyH9wkRaNq1vLh4,Return of the Empire,AH!2,2023-09-13 02:25:04.033,faerlina,us,horde
"8Mn9qXQpTPkRtjAW",Return of the Empire,AH!,2023-09-13 00:02:17.705,faerlina,us,horde
x9bRgnJCVvk7NQP6,Return of the Empire,core 1,2023-09-12 22:50:36.713,faerlina,us,horde
Gcz87ACLXHDdZmYF,Toxic Behavior,TOGC + ULDUAR 25,2023-09-12 23:50:29.961,benediction,us,alliance
MCzWLBAbrfncwqk7,Teleton,Ulduar,2023-09-13 01:20:37.417,faerlina,us,horde
nd6Y2TmF73RwNVtZ,Teleton,Ulduar,2023-09-13 01:05:11.024,faerlina,us,horde
JLd4k9XaNt6QZ1D3,Teleton,Ulduar,2023-09-13 00:49:56.351,faerlina,us,horde
tCwFZqjzvdnfV7NL,Teleton,Trial of the Crusader,2023-09-12 22:58:55.671,faerlina,us,horde
JNGYvK4cPWz3ThAk,Teleton,Trial of the Crusader,2023-09-12 23:09:25.639,faerlina,us,horde
HFD6tN4CpTBMA9Xb,Teleton,Trial of the Crusader,2023-09-12 23:45:18.491,faerlina,us,horde
am4FfGLpQwPMZhBd,Teleton,Trial of the Crusader,2023-09-12 22:58:08.390,faerlina,us,horde
M6RBvcTYKdV2jygm,Teleton,toc 25h,2023-09-12 22:58:34.507,faerlina,us,horde
JkxNn13a7FVAbf4B,Long Live RocknRoll,Split,2023-09-13 01:52:06.253,faerlina,us,horde
YvKfmJzQr2ct4TRA,Long Live RocknRoll,Raid 1,2023-09-12 23:29:43.602,faerlina,us,horde
cNv9gMfXdRChxt3V,P R O J E T O,ULD25,2023-09-13 00:06:54.127,faerlina,us,horde
HGgC9bBMA4rKFkqj,P R O J E T O,TOGC25H,2023-09-12 22:40:12.254,faerlina,us,horde
